Condition	Rep	transcript_ID	total_negbinom_size	total_negbinom_mean	pSup_generated	input_Total_counts	mixing_factor_sup	mixing_factor_pellet	generated_Supernatant_counts.nonoise	generated_Pellet_counts.nonoise	generated_Supernatant_counts.withnoise	generated_Pellet_counts.withnoise	pSup.withnoise	SP.withnoise	SP.withnoise.mean	pSup.withnoise.mean
hairpinReporters~30C~NA~none	yHG010	YAL043C	67.9196394749249	3116.000000000455	0.8189630515195474	2373	1.2604850236093625	7.602361453464255	1943.399321255886	429.600678744114	2301.645653110696	2805.27137632831	0.8318906605922551	4.948509485094851	4.500708813218465	0.8182052470043584
hairpinReporters~30C~NA~none	yHG010	YAL040C	46.647428521579364	8393.142857141336	0.9659077766811608	6327	1.2604850236093625	7.602361453464255	6111.298503061705	215.7014969382957	5936.884461200098	1687.7242426690646	0.9549878345498783	21.216216216216218	26.429932658706328	0.963543475937678
hairpinReporters~30C~NA~none	yHG010	YAL035W	45.08335030196074	24931.714285713522	0.90882285524361	17966	1.2604850236093625	7.602361453464255	16327.911417306696	1638.0885826933036	26103.38435392629	11973.719289206201	0.9293214862681745	13.148571428571428	10.262918727418558	0.9112130679265589
hairpinReporters~30C~NA~none	yHG010	YAL034C	203.13613967708432	2238.8571427906504	0.8139110525092257	2330	1.2604850236093625	7.602361453464255	1896.4127523464958	433.58724765350416	2393.6610598341795	3177.7870875480585	0.8195943029779887	4.543062200956938	4.663931117034673	0.8234441804928684
hairpinReporters~30C~NA~none	yHG010	YAL033W	17.222984505315072	298.142857142691	0.7831471409505496	176	1.2604850236093625	7.602361453464255	137.83389680729672	38.16610319270327	141.1743226442486	266.0826508712489	0.7619047619047619	3.2	3.5238514858433865	0.7789494188460148
hairpinReporters~30C~NA~none	yHG010	YAL031C	92.39383644513349	1465.5714285763827	0.7284394940308172	1339	1.2604850236093625	7.602361453464255	975.3804825072642	363.6195174927358	1406.7012863480486	2105.8541226095986	0.801148600143575	4.028880866425993	2.668396953802867	0.7274013656119348
hairpinReporters~30C~NA~none	yHG010	YAL002W	92.86894198443213	2816.714285708915	0.5570950386517834	2375	1.2604850236093625	7.602361453464255	1323.1007167979858	1051.8992832020142	1584.4296746769687	8324.585791543359	0.5344387755102041	1.1479452054794521	1.2001861549451511	0.5454930039658715
hairpinReporters~30C~NA~none	yHG010	YAR031W	43.820297323559636	55.00003020118316	0.9009035957497578	38.0542	1.2604850236093625	7.602361453464255	34.28316561338043	3.7710343866195686	50.4194009443745	15.20472290692851	0.9523809523809523	20	9.736697674450769	0.9068614922091346
hairpinReporters~30C~NA~none	yHG010	YBL075C	84.16118647456626	846.4285714335468	0.8864242682711058	718	1.2604850236093625	7.602361453464255	636.4526246186539	81.54737538134606	727.2998586226022	661.4054464513902	0.8689759036144579	6.632183908045977	8.029094325963811	0.8892469206878891
hairpinReporters~30C~NA~none	yHG010	YBL063W	23.229605987378363	1317.7142857146093	0.7765900703045744	825	1.2604850236093625	7.602361453464255	640.6868080012739	184.31319199872613	848.306420889101	1566.0864594136365	0.7656427758816837	3.266990291262136	3.460195202626532	0.7757945662532624
hairpinReporters~30C~NA~none	yHG010	YBL051C	75.30245003106448	9513.857142849749	0.9217008066813654	7661	1.2604850236093625	7.602361453464255	7061.149879985941	599.8501200140593	8365.83910169534	3421.0626540589146	0.936503457034006	14.748888888888889	11.903211092638184	0.9224999116250573
hairpinReporters~30C~NA~none	yHG010	YBL037W	126.61319849490867	2691.1428571594906	0.8106860189642273	2305	1.2604850236093625	7.602361453464255	1868.631273712544	436.368726287456	2272.6544975676807	3284.220147896558	0.8067114093959732	4.173611111111111	4.2331919590532285	0.8089120353649484
hairpinReporters~30C~NA~none	yHG010	YBL035C	49.64970471273343	1960.0000000021396	0.8160282349670249	1429	1.2604850236093625	7.602361453464255	1166.1043477678786	262.8956522321214	1385.2730409466894	2440.3580265620258	0.773943661971831	3.4236760124610592	3.8065440231466003	0.7919503087489979
hairpinReporters~30C~NA~none	yHG010	YBL019W	123.24063378823082	481.99999999142017	0.8140245685228357	404	1.2604850236093625	7.602361453464255	328.8659256832256	75.13407431677439	402.09472253138665	554.9723861028906	0.8137755102040817	4.36986301369863	4.248892565828823	0.8094836220291174
hairpinReporters~30C~NA~none	yHG010	YBL017C	136.1907776615808	13482.285714302912	0.8867984700346182	12119	1.2604850236093625	7.602361453464255	10747.110658349538	1371.889341650462	15372.875347939786	9282.483334679855	0.908996049787583	9.98853398853399	8.390881382534847	0.8935137225926633
hairpinReporters~30C~NA~none	yHG010	YBL001C	63.10504869468176	1153.4285714313228	0.9100141236008209	874	1.2604850236093625	7.602361453464255	795.3523440271175	78.64765597288253	698.3087030795868	592.9841933702119	0.8765822784810127	7.102564102564102	8.932991941980958	0.8993253990498489
hairpinReporters~30C~NA~none	yHG010	YBR034C	31.81548066317473	2757.1428571438514	0.7939580835816351	1880	1.2604850236093625	7.602361453464255	1492.641197133474	387.358802866526	2112.5728995692916	2318.7202433065977	0.8460373548712772	5.495081967213115	3.6733625191035606	0.786021307803055
hairpinReporters~30C~NA~none	yHG010	YBR039W	50.79454868390287	5980.428571428559	0.9552935952517744	4905	1.2604850236093625	7.602361453464255	4685.715084709953	219.28491529004668	5288.995159064885	1269.5943627285305	0.9617235846894339	25.12574850299401	21.279572920135102	0.9551158362153229
hairpinReporters~30C~NA~none	yHG010	YBR043C	100.98667728701086	1838.142857143368	0.8680382112716426	1479	1.2604850236093625	7.602361453464255	1283.8285144707595	195.17148552924058	1450.8182621743763	1619.3029895878863	0.843841642228739	5.403755868544601	6.144821088835069	0.8600384827602386
hairpinReporters~30C~NA~none	yHG010	YBR054W	58.27127974999112	10785.000000000015	0.7463674383058398	8815	1.2604850236093625	7.602361453464255	6579.228968665978	2235.7710313340217	7757.024835292017	15516.419726520544	0.7509456985967053	3.015188633023028	2.9832654474219873	0.7489496963735593
hairpinReporters~30C~NA~none	yHG010	YBR066C	106.20968906652288	8000.85714285768	0.8243861603823582	8426	1.2604850236093625	7.602361453464255	6946.27778738175	1479.7222126182496	8649.448232007446	10932.195770081598	0.8267469879518072	4.771905424200278	4.510136195424441	0.8185162826228525
hairpinReporters~30C~NA~none	yHG010	YBR070C	58.990397937162975	147.42857145307983	0.6774159355794059	112	1.2604850236093625	7.602361453464255	75.87058478489347	36.12941521510653	92.01540672348347	250.8779279643204	0.6886792452830188	2.212121212121212	1.877212604687627	0.6524413947127943
hairpinReporters~30C~NA~none	yHG010	YBR079C	35.55004514392597	22971.99999999763	0.7224550794937709	15639	1.2604850236093625	7.602361453464255	11298.474988203083	4340.525011796917	13281.730693771853	36362.09483191953	0.6877937336814621	2.2030106627639556	2.7336072768653312	0.7321625104503273
hairpinReporters~30C~NA~none	yHG010	YBR094W	85.9876528746544	2542.142857138546	0.6639917887722618	2051	1.2604850236093625	7.602361453464255	1361.847158771909	689.152841228091	1522.66590852011	4933.932583298301	0.650511577813678	1.8613251155624038	1.7662433541178153	0.6384989055603495
hairpinReporters~30C~NA~none	yHG010	YBR095C	151.98848125795237	1024.0000000000387	0.8813177898500325	881	1.2604850236093625	7.602361453464255	776.4409728578786	104.55902714212137	1177.2930120511446	623.3936391840689	0.9192913385826772	11.390243902439025	7.916530705179246	0.8878487572056314
